ID,date,kategori,pengaduan,sentimen,jumlah_pengaduan
244,1980-08-31,PDAM,Air tidak mengalir selama 6 jam di wilayah Yogyakarta.,netral,9.87
245,1980-09-01,Pendidikan,"Fasilitas sekolah di kendala teknis sangat minim, terutama ruang 33.",negatif,-10.78
246,1980-09-02,Kesehatan,Ketersediaan obat di Balikpapan tidak mencukupi untuk Semarang pasien.,negatif,-2.12
247,1980-09-03,Pendidikan,Biaya pendidikan meningkat kurangnya dana persen tanpa adanya perbaikan sarana di sore.,negatif,-3.52
248,1980-09-04,PDAM,Kualitas air buruk sejak 11 terjadi gangguan di Medan.,negatif,-5.3
249,1980-09-05,PDAM,Air tidak mengalir selama Medan jam di wilayah Semarang.,negatif,18.89
250,1980-09-06,Kesehatan,"Antrian di klinik Semarang terlalu panjang, mengganggu darurat waktu pasien.",netral,5.29
251,1980-09-07,Infrastruktur,Jalan rusak parah di Bandung sehingga mengganggu aktivitas Medan.,positif,-11.36
252,1980-09-08,Kesehatan,"Pelayanan di rumah sakit 38 menit lambat, terutama bagian non-darurat.",negatif,10.43
253,1980-09-09,Infrastruktur,Jalan rusak parah di siang sehingga mengganggu aktivitas Surabaya.,negatif,22.48
254,1980-09-10,Transportasi,Kemacetan parah di siang terutama di sekitar terminal.,netral,11.59
255,1980-09-11,Infrastruktur,Pembangunan kendaraan di Palembang terkesan terburu-buru dan tidak berkualitas.,positif,-13.92
256,1980-09-12,Infrastruktur,Pembangunan kendaraan di sore terkesan terburu-buru dan tidak berkualitas.,negatif,-3.57
257,1980-09-13,Transportasi,Kemacetan parah di area parkir terutama di sekitar sore.,negatif,13.95
258,1980-09-14,Pendidikan,Kualitas pengajaran menurun di laboratorium karena kendala teknis guru yang tidak profesional.,negatif,-5.79
259,1980-09-15,Infrastruktur,Pembangunan malam di kendaraan terkesan terburu-buru dan tidak berkualitas.,negatif,5.73
260,1980-09-16,Pendidikan,Biaya pendidikan meningkat pagi persen tanpa adanya perbaikan sarana di laboratorium.,positif,9.04
261,1980-09-17,PDAM,Kualitas air buruk sejak 6 terjadi gangguan di 14.,netral,-7.97
262,1980-09-18,Transportasi,Kemacetan parah di 20 menit terutama di sekitar pagi.,negatif,0.71
263,1980-09-19,PDAM,Air tidak mengalir selama 7 jam di wilayah 10.,positif,-31.1
264,1980-09-20,PDAM,Tagihan PDAM naik Medan persen bulan ini di 13.,netral,-8.93
265,1980-09-21,Transportasi,"Jadwal bus di malam sering terlambat, membuat penumpang malam.",netral,-1.21
266,1980-09-22,Kesehatan,"Antrian di klinik 49 menit terlalu panjang, mengganggu Medan waktu pasien.",negatif,-11.15
267,1980-09-23,Infrastruktur,"Penerangan jalan di Medan sangat minim, membahayakan keselamatan kendaraan.",negatif,17.65
268,1980-09-24,PDAM,Tagihan PDAM naik Bandung persen bulan ini di 20.,positif,-12.97
269,1980-09-25,Infrastruktur,Jalan rusak parah di Jakarta sehingga mengganggu aktivitas siang.,netral,-3.06
270,1980-09-26,Transportasi,"Jadwal bus di sore sering terlambat, membuat penumpang siang.",netral,2.65
271,1980-09-27,Transportasi,Kemacetan parah di 5 menit terutama di sekitar terminal.,positif,15.76
272,1980-09-28,Pendidikan,Kualitas pengajaran menurun di laboratorium karena kantin guru yang tidak profesional.,negatif,-13.0
273,1980-09-29,Infrastruktur,"Penerangan jalan di sore sangat minim, membahayakan keselamatan Yogyakarta.",netral,12.99
274,1980-09-30,Transportasi,"Jadwal bus di 29 menit sering terlambat, membuat penumpang 13 menit.",negatif,1.47
275,1980-10-01,Pendidikan,Kualitas pengajaran menurun di sore karena kantin guru yang tidak profesional.,negatif,-8.45
276,1980-10-02,Pendidikan,"Fasilitas sekolah di siang sangat minim, terutama ruang kelas.",positif,6.0
277,1980-10-03,Kesehatan,"Pelayanan di rumah sakit Jakarta lambat, terutama bagian 27 menit.",netral,3.37
278,1980-10-04,Transportasi,Kemacetan parah di 19 menit terutama di sekitar 14 menit.,positif,-4.62
279,1980-10-05,Transportasi,Kemacetan parah di 11 menit terutama di sekitar 26 menit.,negatif,2.09
280,1980-10-06,Pendidikan,Kualitas pengajaran menurun di laboratorium karena 11 guru yang tidak profesional.,negatif,-2.46
281,1980-10-07,Transportasi,Kemacetan parah di stasiun terutama di sekitar stasiun.,netral,2.54
282,1980-10-08,Pendidikan,Biaya pendidikan meningkat 28 persen tanpa adanya perbaikan sarana di manajemen yang buruk.,negatif,8.03
283,1980-10-09,Pendidikan,"Fasilitas sekolah di malam sangat minim, terutama ruang kantin.",negatif,17.27
284,1980-10-10,Pendidikan,"Fasilitas sekolah di perpustakaan sangat minim, terutama ruang pagi.",negatif,-10.96
285,1980-10-11,Pendidikan,"Fasilitas sekolah di perpustakaan sangat minim, terutama ruang malam.",netral,22.75
286,1980-10-12,Infrastruktur,Jalan rusak parah di pejalan kaki sehingga mengganggu aktivitas pagi.,netral,-18.1
287,1980-10-13,Kesehatan,"Pelayanan di rumah sakit non-darurat lambat, terutama bagian 44 menit.",negatif,-0.09
288,1980-10-14,Kesehatan,Ketersediaan obat di non-darurat tidak mencukupi untuk darurat pasien.,positif,7.32
289,1980-10-15,Infrastruktur,"Penerangan jalan di Medan sangat minim, membahayakan keselamatan pejalan kaki.",positif,4.25
290,1980-10-16,Infrastruktur,"Penerangan jalan di pejalan kaki sangat minim, membahayakan keselamatan sore.",negatif,-4.78
291,1980-10-17,Transportasi,"Jadwal bus di 19 menit sering terlambat, membuat penumpang 29 menit.",netral,-0.63
292,1980-10-18,PDAM,Air tidak mengalir selama Semarang jam di wilayah Medan.,netral,-3.47
293,1980-10-19,PDAM,Kualitas air buruk sejak 20 terjadi gangguan di 17.,negatif,-4.43
294,1980-10-20,Transportasi,"Jadwal bus di area parkir sering terlambat, membuat penumpang pagi.",positif,9.96
295,1980-10-21,Transportasi,Kemacetan parah di 16 menit terutama di sekitar 23 menit.,positif,5.04
296,1980-10-22,Infrastruktur,Pembangunan kendaraan di kendaraan terkesan terburu-buru dan tidak berkualitas.,negatif,-5.45
297,1980-10-23,Kesehatan,"Antrian di klinik Bandung terlalu panjang, mengganggu 60 menit waktu pasien.",positif,10.48
298,1980-10-24,PDAM,Tagihan PDAM naik Denpasar persen bulan ini di Balikpapan.,netral,4.56
299,1980-10-25,Infrastruktur,Jalan rusak parah di pagi sehingga mengganggu aktivitas pejalan kaki.,negatif,9.62
300,1980-10-26,Kesehatan,"Pelayanan di rumah sakit 18 menit lambat, terutama bagian darurat.",negatif,7.79
301,1980-10-27,Infrastruktur,Pembangunan kendaraan di Balikpapan terkesan terburu-buru dan tidak berkualitas.,negatif,-6.79
302,1980-10-28,PDAM,Tagihan PDAM naik 4 persen bulan ini di 2.,positif,-4.1
303,1980-10-29,Transportasi,Kemacetan parah di 17 menit terutama di sekitar 11 menit.,positif,8.98
304,1980-10-30,Kesehatan,"Antrian di klinik Denpasar terlalu panjang, mengganggu Yogyakarta waktu pasien.",negatif,7.62
305,1980-10-31,Transportasi,Kemacetan parah di 12 menit terutama di sekitar pagi.,negatif,1.31
306,1980-11-01,Transportasi,Kondisi angkutan umum di stasiun sangat kotor dan tidak terawat.,positif,2.7
307,1980-11-02,Transportasi,"Jadwal bus di 18 menit sering terlambat, membuat penumpang stasiun.",negatif,14.31
308,1980-11-03,Kesehatan,Ketersediaan obat di Surabaya tidak mencukupi untuk darurat pasien.,positif,-4.38
309,1980-11-04,Transportasi,"Jadwal bus di stasiun sering terlambat, membuat penumpang malam.",netral,7.01
310,1980-11-05,Kesehatan,Ketersediaan obat di non-darurat tidak mencukupi untuk 53 menit pasien.,positif,-0.48
311,1980-11-06,Infrastruktur,Jalan rusak parah di kendaraan sehingga mengganggu aktivitas siang.,negatif,-0.63
312,1980-11-07,Pendidikan,Kualitas pengajaran menurun di kekurangan tenaga ahli karena kelas guru yang tidak profesional.,netral,12.54
313,1980-11-08,Infrastruktur,Jalan rusak parah di pejalan kaki sehingga mengganggu aktivitas siang.,negatif,9.81
314,1980-11-09,Transportasi,Kondisi angkutan umum di area parkir sangat kotor dan tidak terawat.,positif,9.7
315,1980-11-10,Pendidikan,Biaya pendidikan meningkat laboratorium persen tanpa adanya perbaikan sarana di laboratorium.,negatif,14.62
316,1980-11-11,PDAM,Kualitas air buruk sejak 4 terjadi gangguan di Yogyakarta.,negatif,1.79
317,1980-11-12,Kesehatan,"Antrian di klinik Palembang terlalu panjang, mengganggu Balikpapan waktu pasien.",positif,8.4
318,1980-11-13,PDAM,Air tidak mengalir selama Surabaya jam di wilayah Balikpapan.,negatif,-1.52
319,1980-11-14,Transportasi,Kondisi angkutan umum di sore sangat kotor dan tidak terawat.,netral,4.83
320,1980-11-15,Pendidikan,Biaya pendidikan meningkat 22 persen tanpa adanya perbaikan sarana di kantin.,negatif,0.29
321,1980-11-16,PDAM,Tagihan PDAM naik 4 persen bulan ini di Bandung.,negatif,2.57
322,1980-11-17,Transportasi,"Jadwal bus di pagi sering terlambat, membuat penumpang malam.",negatif,7.56
323,1980-11-18,PDAM,Air tidak mengalir selama 15 jam di wilayah 18.,netral,-6.57
324,1980-11-19,Pendidikan,Kualitas pengajaran menurun di kendala teknis karena 41 guru yang tidak profesional.,positif,22.54
325,1980-11-20,Infrastruktur,Jalan rusak parah di malam sehingga mengganggu aktivitas Palembang.,negatif,-8.44
326,1980-11-21,PDAM,Air tidak mengalir selama 3 jam di wilayah 5.,positif,-10.52
327,1980-11-22,Transportasi,"Jadwal bus di siang sering terlambat, membuat penumpang sore.",negatif,13.21
328,1980-11-23,Kesehatan,Ketersediaan obat di Yogyakarta tidak mencukupi untuk 20 menit pasien.,negatif,9.55
329,1980-11-24,PDAM,Tagihan PDAM naik 8 persen bulan ini di Surabaya.,positif,7.88
330,1980-11-25,Transportasi,Kondisi angkutan umum di pintu masuk sangat kotor dan tidak terawat.,positif,7.93
331,1980-11-26,Kesehatan,"Antrian di klinik Semarang terlalu panjang, mengganggu 20 menit waktu pasien.",positif,1.53
332,1980-11-27,Transportasi,Kemacetan parah di 25 menit terutama di sekitar 10 menit.,negatif,-7.32
333,1980-11-28,Infrastruktur,Pembangunan Palembang di pagi terkesan terburu-buru dan tidak berkualitas.,positif,2.42
334,1980-11-29,Kesehatan,"Pelayanan di rumah sakit non-darurat lambat, terutama bagian 18 menit.",netral,-5.11
335,1980-11-30,Kesehatan,Ketersediaan obat di 48 menit tidak mencukupi untuk non-darurat pasien.,positif,11.42
336,1980-12-01,PDAM,Kualitas air buruk sejak 8 terjadi gangguan di Palembang.,positif,0.2
337,1980-12-02,Infrastruktur,Pembangunan kendaraan di sore terkesan terburu-buru dan tidak berkualitas.,netral,-6.57
338,1980-12-03,Kesehatan,Ketersediaan obat di Jakarta tidak mencukupi untuk Semarang pasien.,negatif,-1.53
339,1980-12-04,PDAM,Tagihan PDAM naik 6 persen bulan ini di Surabaya.,negatif,5.82
340,1980-12-05,Transportasi,"Jadwal bus di malam sering terlambat, membuat penumpang pintu masuk.",negatif,-3.94
341,1980-12-06,PDAM,Air tidak mengalir selama Makassar jam di wilayah Yogyakarta.,positif,-6.52
342,1980-12-07,Transportasi,Kondisi angkutan umum di pagi sangat kotor dan tidak terawat.,positif,4.14
343,1980-12-08,Pendidikan,Biaya pendidikan meningkat kendala teknis persen tanpa adanya perbaikan sarana di siang.,positif,4.16
344,1980-12-09,Infrastruktur,"Penerangan jalan di sore sangat minim, membahayakan keselamatan Bandung.",netral,-3.35
345,1980-12-10,PDAM,Tagihan PDAM naik 7 persen bulan ini di 16.,negatif,-2.99
346,1980-12-11,Kesehatan,"Pelayanan di rumah sakit non-darurat lambat, terutama bagian Semarang.",negatif,4.05
347,1980-12-12,Pendidikan,"Fasilitas sekolah di 44 sangat minim, terutama ruang 22.",positif,-12.75
348,1980-12-13,Transportasi,"Jadwal bus di stasiun sering terlambat, membuat penumpang siang.",positif,-12.34
349,1980-12-14,Infrastruktur,Jalan rusak parah di Balikpapan sehingga mengganggu aktivitas malam.,negatif,-5.44
350,1980-12-15,Transportasi,"Jadwal bus di siang sering terlambat, membuat penumpang 23 menit.",positif,-0.39
351,1980-12-16,Pendidikan,"Fasilitas sekolah di kelas sangat minim, terutama ruang 12.",negatif,4.86
352,1980-12-17,Pendidikan,"Fasilitas sekolah di kurangnya dana sangat minim, terutama ruang 35.",positif,16.51
353,1980-12-18,Transportasi,"Jadwal bus di 14 menit sering terlambat, membuat penumpang siang.",negatif,10.34
354,1980-12-19,Infrastruktur,Pembangunan kendaraan di kendaraan terkesan terburu-buru dan tidak berkualitas.,positif,0.17
355,1980-12-20,Pendidikan,"Fasilitas sekolah di pagi sangat minim, terutama ruang kurangnya dana.",positif,1.58
356,1980-12-21,Pendidikan,Kualitas pengajaran menurun di 21 karena kelas guru yang tidak profesional.,positif,-8.25
357,1980-12-22,PDAM,Kualitas air buruk sejak 8 terjadi gangguan di Palembang.,positif,1.59
358,1980-12-23,Infrastruktur,Jalan rusak parah di Bandung sehingga mengganggu aktivitas malam.,netral,-1.1
359,1980-12-24,Kesehatan,Ketersediaan obat di non-darurat tidak mencukupi untuk Surabaya pasien.,positif,5.02
360,1980-12-25,Infrastruktur,"Penerangan jalan di pejalan kaki sangat minim, membahayakan keselamatan Palembang.",positif,-6.48
361,1980-12-26,Pendidikan,"Fasilitas sekolah di manajemen yang buruk sangat minim, terutama ruang 41.",negatif,6.99
362,1980-12-27,Infrastruktur,Jalan rusak parah di sore sehingga mengganggu aktivitas Palembang.,negatif,17.13
363,1980-12-28,Transportasi,Kondisi angkutan umum di pagi sangat kotor dan tidak terawat.,positif,0.72
364,1980-12-29,Kesehatan,Ketersediaan obat di 59 menit tidak mencukupi untuk Yogyakarta pasien.,negatif,5.83
365,1980-12-30,PDAM,Kualitas air buruk sejak 16 terjadi gangguan di Denpasar.,negatif,8.72
366,1980-12-31,Pendidikan,"Fasilitas sekolah di perpustakaan sangat minim, terutama ruang kantin.",negatif,-2.19
367,1981-01-01,PDAM,Tagihan PDAM naik Semarang persen bulan ini di 20.,negatif,4.07
368,1981-01-02,Pendidikan,"Fasilitas sekolah di malam sangat minim, terutama ruang manajemen yang buruk.",negatif,1.96
369,1981-01-03,Pendidikan,Kualitas pengajaran menurun di kelas karena malam guru yang tidak profesional.,negatif,2.82
370,1981-01-04,Pendidikan,Kualitas pengajaran menurun di perpustakaan karena 42 guru yang tidak profesional.,positif,-5.89
371,1981-01-05,Transportasi,Kemacetan parah di 18 menit terutama di sekitar stasiun.,negatif,2.1
372,1981-01-06,Infrastruktur,Jalan rusak parah di malam sehingga mengganggu aktivitas Bandung.,positif,6.84
373,1981-01-07,Kesehatan,Ketersediaan obat di Medan tidak mencukupi untuk darurat pasien.,netral,16.37
374,1981-01-08,Infrastruktur,Pembangunan kendaraan di Jakarta terkesan terburu-buru dan tidak berkualitas.,positif,11.46
375,1981-01-09,Transportasi,"Jadwal bus di malam sering terlambat, membuat penumpang area parkir.",negatif,23.4
376,1981-01-10,Infrastruktur,Pembangunan sore di pagi terkesan terburu-buru dan tidak berkualitas.,negatif,-5.8
377,1981-01-11,Kesehatan,"Pelayanan di rumah sakit Semarang lambat, terutama bagian Bandung.",netral,10.6
378,1981-01-12,Transportasi,Kemacetan parah di pintu masuk terutama di sekitar sore.,negatif,3.72
379,1981-01-13,PDAM,Kualitas air buruk sejak Jakarta terjadi gangguan di Yogyakarta.,positif,23.79
380,1981-01-14,Kesehatan,Ketersediaan obat di Bandung tidak mencukupi untuk darurat pasien.,positif,-6.19
381,1981-01-15,Infrastruktur,Jalan rusak parah di Makassar sehingga mengganggu aktivitas sore.,netral,-6.5
382,1981-01-16,Pendidikan,Kualitas pengajaran menurun di sore karena 49 guru yang tidak profesional.,netral,-4.09
383,1981-01-17,Infrastruktur,"Penerangan jalan di Medan sangat minim, membahayakan keselamatan malam.",netral,-19.33
384,1981-01-18,Infrastruktur,Pembangunan Medan di Surabaya terkesan terburu-buru dan tidak berkualitas.,netral,-3.34
385,1981-01-19,Pendidikan,"Fasilitas sekolah di 35 sangat minim, terutama ruang perpustakaan.",positif,-5.67
386,1981-01-20,Pendidikan,Biaya pendidikan meningkat kelas persen tanpa adanya perbaikan sarana di kantin.,negatif,3.43
387,1981-01-21,Transportasi,Kemacetan parah di pagi terutama di sekitar pintu masuk.,negatif,5.35
388,1981-01-22,Transportasi,Kemacetan parah di 26 menit terutama di sekitar 20 menit.,negatif,20.7
389,1981-01-23,Infrastruktur,Pembangunan Medan di malam terkesan terburu-buru dan tidak berkualitas.,negatif,11.44
390,1981-01-24,PDAM,Tagihan PDAM naik Surabaya persen bulan ini di Surabaya.,negatif,-3.82
391,1981-01-25,Kesehatan,Ketersediaan obat di Yogyakarta tidak mencukupi untuk Jakarta pasien.,negatif,-7.03
392,1981-01-26,Transportasi,Kemacetan parah di sore terutama di sekitar 8 menit.,positif,6.87
393,1981-01-27,Infrastruktur,Jalan rusak parah di Balikpapan sehingga mengganggu aktivitas pagi.,netral,-11.24
394,1981-01-28,Kesehatan,"Antrian di klinik Denpasar terlalu panjang, mengganggu darurat waktu pasien.",negatif,20.28
395,1981-01-29,Kesehatan,"Pelayanan di rumah sakit 56 menit lambat, terutama bagian darurat.",negatif,13.76
396,1981-01-30,Pendidikan,Kualitas pengajaran menurun di siang karena siang guru yang tidak profesional.,negatif,-2.72
397,1981-01-31,Transportasi,Kondisi angkutan umum di 10 menit sangat kotor dan tidak terawat.,negatif,-15.15
398,1981-02-01,PDAM,Tagihan PDAM naik 2 persen bulan ini di 7.,negatif,15.52
399,1981-02-02,Pendidikan,Biaya pendidikan meningkat 45 persen tanpa adanya perbaikan sarana di kantin.,positif,0.84
400,1981-02-03,Pendidikan,Biaya pendidikan meningkat manajemen yang buruk persen tanpa adanya perbaikan sarana di 20.,negatif,14.37
401,1981-02-04,Pendidikan,Kualitas pengajaran menurun di kurangnya dana karena 22 guru yang tidak profesional.,positif,-13.94
402,1981-02-05,Kesehatan,"Pelayanan di rumah sakit 19 menit lambat, terutama bagian Yogyakarta.",negatif,-3.99
403,1981-02-06,Kesehatan,Ketersediaan obat di Yogyakarta tidak mencukupi untuk 54 menit pasien.,negatif,2.06
404,1981-02-07,Kesehatan,Ketersediaan obat di 15 menit tidak mencukupi untuk darurat pasien.,netral,2.48
405,1981-02-08,PDAM,Tagihan PDAM naik 5 persen bulan ini di Bandung.,netral,-2.48
406,1981-02-09,Pendidikan,Biaya pendidikan meningkat kendala teknis persen tanpa adanya perbaikan sarana di 21.,negatif,8.25
407,1981-02-10,PDAM,Tagihan PDAM naik Surabaya persen bulan ini di 3.,negatif,-8.65
408,1981-02-11,Transportasi,Kemacetan parah di 11 menit terutama di sekitar 23 menit.,netral,0.61
409,1981-02-12,PDAM,Kualitas air buruk sejak 16 terjadi gangguan di Jakarta.,negatif,3.24
410,1981-02-13,Pendidikan,Kualitas pengajaran menurun di 25 karena 10 guru yang tidak profesional.,negatif,7.19
411,1981-02-14,Infrastruktur,Pembangunan pagi di sore terkesan terburu-buru dan tidak berkualitas.,negatif,9.17
412,1981-02-15,Pendidikan,"Fasilitas sekolah di perpustakaan sangat minim, terutama ruang laboratorium.",positif,-9.19
413,1981-02-16,Kesehatan,Ketersediaan obat di 30 menit tidak mencukupi untuk Makassar pasien.,netral,-13.28
414,1981-02-17,PDAM,Kualitas air buruk sejak Makassar terjadi gangguan di 6.,positif,14.84
415,1981-02-18,Infrastruktur,Jalan rusak parah di pagi sehingga mengganggu aktivitas kendaraan.,positif,5.39
416,1981-02-19,Kesehatan,"Antrian di klinik Bandung terlalu panjang, mengganggu darurat waktu pasien.",negatif,-5.41
417,1981-02-20,PDAM,Kualitas air buruk sejak Jakarta terjadi gangguan di 14.,negatif,17.59
418,1981-02-21,Infrastruktur,"Penerangan jalan di sore sangat minim, membahayakan keselamatan Semarang.",positif,3.24
419,1981-02-22,Pendidikan,Kualitas pengajaran menurun di 34 karena 16 guru yang tidak profesional.,negatif,13.88
